0,2,4,7,1,8,5,3,6
0,2,6,8,3,1,4,7,5
0,2,4,6,8,1,5,7,3
0,2,4,6,8,1,3,5,7
0,2,5,7,1,4,8,3,6
0,2,4,7,1,8,6,3,5
0,4,8,3,7,2,6,1,5
0,2,5,8,1,6,3,7,4
0,2,5,7,1,8,3,6,4
0,2,4,6,8,1,3,7,5
0,2,4,6,1,8,5,7,3
0,2,4,6,8,1,7,5,3
0,2,4,7,5,1,3,8,6
0,2,4,7,1,5,8,3,6
0,3,6,1,5,8,2,7,4
0,2,4,7,3,6,8,1,5
