0,2,4,1,6,3,5
0,2,4,6,1,3,5
0,2,4,6,1,5,3
0,2,4,6,3,1,5
0,2,5,3,1,6,4
0,2,6,4,1,3,5
0,3,1,6,4,2,5
0,3,5,1,6,4,2
0,3,6,2,5,1,4
